tx_id,origem,destino,valor,moeda,timestamp,ground_truth,pattern_id
TX_00007,ACCOUNT_057,ACCOUNT_029,565.1,USD,2026-07-03 18:20:16,False,
TX_00049,ACCOUNT_018,ACCOUNT_074,533.18,USD,2026-07-03 20:10:48,False,
TX_00044,ACCOUNT_057,ACCOUNT_010,987.2,USD,2026-07-03 21:24:05,False,
TX_00362,ACCOUNT_039,ACCOUNT_054,288.99,USD,2026-07-03 21:49:26,False,
TX_00116,ACCOUNT_007,ACCOUNT_087,3086.2,USD,2026-07-03 23:21:41,False,
TX_00253,ACCOUNT_114,ACCOUNT_030,900.92,USD,2026-07-04 01:22:05,False,
TX_00052,ACCOUNT_042,ACCOUNT_085,459.49,USD,2026-07-04 02:27:00,False,
TX_00359,ACCOUNT_097,ACCOUNT_113,492.75,USD,2026-07-04 03:45:42,False,
TX_00092,ACCOUNT_070,ACCOUNT_106,1453.08,USD,2026-07-04 04:14:46,False,
TX_00162,ACCOUNT_036,ACCOUNT_006,1516.89,USD,2026-07-04 04:37:19,False,
TX_00115,ACCOUNT_012,ACCOUNT_105,2063.44,USD,2026-07-04 04:51:15,False,
TX_00096,ACCOUNT_099,ACCOUNT_083,694.94,USD,2026-07-04 06:35:01,False,
TX_00160,ACCOUNT_115,ACCOUNT_069,167.49,USD,2026-07-04 07:37:25,False,
TX_00367,ACCOUNT_105,ACCOUNT_051,1172.98,USD,2026-07-04 07:54:56,False,
TX_00040,ACCOUNT_046,ACCOUNT_043,545.92,USD,2026-07-04 12:57:51,False,
TX_00154,ACCOUNT_090,ACCOUNT_053,10882.24,USD,2026-07-04 13:18:16,False,
TX_00063,ACCOUNT_084,ACCOUNT_085,1724.37,USD,2026-07-04 13:35:22,False,
TX_00206,ACCOUNT_020,ACCOUNT_084,92.94,USD,2026-07-04 14:09:51,False,
TX_00170,ACCOUNT_122,ACCOUNT_116,3569.91,USD,2026-07-04 14:33:57,False,
TX_00155,ACCOUNT_110,ACCOUNT_080,5675.02,USD,2026-07-04 16:22:23,False,
TX_00004,ACCOUNT_096,ACCOUNT_065,621.58,USD,2026-07-04 20:14:30,False,
TX_00186,ACCOUNT_115,ACCOUNT_060,1425.74,USD,2026-07-04 21:07:19,False,
TX_00266,ACCOUNT_115,ACCOUNT_044,6009.51,USD,2026-07-05 00:44:39,False,
TX_00415,ACCOUNT_017,ACCOUNT_096,2339.59,USD,2026-07-05 03:49:52,False,
TX_00024,ACCOUNT_058,ACCOUNT_005,5143.28,USD,2026-07-05 04:39:13,False,
TX_00214,ACCOUNT_105,ACCOUNT_082,4738.33,USD,2026-07-05 05:56:56,False,
TX_00386,ACCOUNT_105,ACCOUNT_124,50.22,USD,2026-07-05 06:38:18,False,
TX_00316,ACCOUNT_075,ACCOUNT_098,500.63,USD,2026-07-05 07:28:38,False,
TX_00315,ACCOUNT_016,ACCOUNT_112,1354.04,USD,2026-07-05 10:31:00,False,
TX_00406,ACCOUNT_112,ACCOUNT_071,1493.77,USD,2026-07-05 11:39:04,False,
TX_00329,ACCOUNT_090,ACCOUNT_123,1628.65,USD,2026-07-05 11:50:41,False,
TX_00055,ACCOUNT_037,ACCOUNT_003,536.99,USD,2026-07-05 13:04:43,False,
TX_00395,ACCOUNT_058,ACCOUNT_055,1217.36,USD,2026-07-05 13:40:30,False,
TX_00396,ACCOUNT_063,ACCOUNT_050,544.71,USD,2026-07-05 14:17:07,False,
TX_00301,ACCOUNT_103,ACCOUNT_004,177.23,USD,2026-07-05 14:33:37,False,
TX_00241,ACCOUNT_014,ACCOUNT_124,6899.26,USD,2026-07-05 14:53:21,False,
TX_00012,ACCOUNT_059,ACCOUNT_069,1973.85,USD,2026-07-05 15:05:18,False,
TX_00383,ACCOUNT_048,ACCOUNT_015,2974.27,USD,2026-07-05 17:05:32,False,
TX_00017,ACCOUNT_118,ACCOUNT_055,466.81,USD,2026-07-05 19:41:43,False,
TX_00036,ACCOUNT_091,ACCOUNT_090,1354.58,USD,2026-07-05 20:06:56,False,
TX_00291,ACCOUNT_052,ACCOUNT_108,1108.07,USD,2026-07-05 21:02:59,False,
TX_00123,ACCOUNT_055,ACCOUNT_060,6339.88,USD,2026-07-05 22:53:12,False,
TX_00321,ACCOUNT_052,ACCOUNT_068,1169.17,USD,2026-07-05 23:05:29,False,
TX_00034,ACCOUNT_051,ACCOUNT_041,966.08,USD,2026-07-06 00:13:13,False,
TX_00139,ACCOUNT_066,ACCOUNT_078,3788.71,USD,2026-07-06 00:45:28,False,
TX_00414,ACCOUNT_115,ACCOUNT_084,1046.84,USD,2026-07-06 03:57:30,False,
TX_00108,ACCOUNT_003,ACCOUNT_025,812.57,USD,2026-07-06 05:44:30,False,
TX_00443,ACCOUNT_014,ACCOUNT_072,1044.16,USD,2026-07-06 06:58:35,False,
TX_00230,ACCOUNT_115,ACCOUNT_049,3011.42,USD,2026-07-06 07:48:17,False,
TX_00334,ACCOUNT_019,ACCOUNT_034,4885.36,USD,2026-07-06 08:28:41,False,
TX_00112,ACCOUNT_107,ACCOUNT_062,16859.6,USD,2026-07-06 10:40:43,False,
TX_00005,ACCOUNT_063,ACCOUNT_047,1421.44,USD,2026-07-06 11:26:08,False,
TX_00280,ACCOUNT_085,ACCOUNT_059,2729.08,USD,2026-07-06 13:19:44,False,
TX_00051,ACCOUNT_023,ACCOUNT_062,1846.75,USD,2026-07-06 15:31:19,False,
TX_00219,ACCOUNT_025,ACCOUNT_037,3763.22,USD,2026-07-06 19:57:31,False,
TX_00351,ACCOUNT_091,ACCOUNT_031,1270.84,USD,2026-07-06 22:42:07,False,
TX_00213,ACCOUNT_120,ACCOUNT_070,4456.89,USD,2026-07-07 00:20:45,False,
TX_00129,ACCOUNT_062,ACCOUNT_082,1025.65,USD,2026-07-07 01:41:48,False,
TX_00368,ACCOUNT_096,ACCOUNT_006,765.11,USD,2026-07-07 04:54:20,False,
TX_00391,ACCOUNT_094,ACCOUNT_104,1507.07,USD,2026-07-07 08:36:26,False,
TX_00310,ACCOUNT_100,ACCOUNT_038,2372.82,USD,2026-07-07 11:46:33,False,
TX_00073,ACCOUNT_106,ACCOUNT_112,1732.37,USD,2026-07-07 16:51:39,False,
TX_00192,ACCOUNT_060,ACCOUNT_019,563.47,USD,2026-07-07 18:25:36,False,
TX_00016,ACCOUNT_017,ACCOUNT_042,2405.55,USD,2026-07-07 19:22:29,False,
TX_00296,ACCOUNT_060,ACCOUNT_042,1727.32,USD,2026-07-07 20:20:31,False,
TX_00369,ACCOUNT_052,ACCOUNT_016,424.4,USD,2026-07-07 23:41:40,False,
TX_00030,ACCOUNT_052,ACCOUNT_005,585.52,USD,2026-07-08 00:26:11,False,
TX_00357,ACCOUNT_111,ACCOUNT_014,1097.87,USD,2026-07-08 00:30:09,False,
TX_00117,ACCOUNT_101,ACCOUNT_113,876.23,USD,2026-07-08 04:42:43,False,
TX_00164,ACCOUNT_113,ACCOUNT_031,1139.51,USD,2026-07-08 05:23:46,False,
TX_00302,ACCOUNT_014,ACCOUNT_060,3900.86,USD,2026-07-08 05:58:48,False,
TX_00444,ACCOUNT_064,ACCOUNT_070,2739.25,USD,2026-07-08 07:25:56,False,
TX_00372,ACCOUNT_052,ACCOUNT_024,3257.33,USD,2026-07-08 08:35:11,False,
TX_00182,ACCOUNT_056,ACCOUNT_019,983.87,USD,2026-07-08 10:46:06,False,
TX_00277,ACCOUNT_008,ACCOUNT_071,1152.59,USD,2026-07-08 12:25:59,False,
TX_00382,ACCOUNT_070,ACCOUNT_021,3122.1,USD,2026-07-08 14:17:34,False,
TX_00364,ACCOUNT_068,ACCOUNT_011,1011.74,USD,2026-07-08 14:20:38,False,
TX_00306,ACCOUNT_097,ACCOUNT_037,1023.17,USD,2026-07-08 15:04:10,False,
TX_00431,ACCOUNT_081,ACCOUNT_039,1998.7,USD,2026-07-08 17:37:19,False,
TX_00231,ACCOUNT_040,ACCOUNT_024,744.25,USD,2026-07-08 18:36:00,False,
TX_00294,ACCOUNT_098,ACCOUNT_067,3696.78,USD,2026-07-08 19:27:03,False,
TX_00370,ACCOUNT_113,ACCOUNT_049,508.46,USD,2026-07-08 22:28:07,False,
TX_00122,ACCOUNT_049,ACCOUNT_032,958.41,USD,2026-07-08 23:51:12,False,
TX_00101,ACCOUNT_067,ACCOUNT_031,499.14,USD,2026-07-09 01:27:29,False,
TX_00199,ACCOUNT_092,ACCOUNT_066,1972.92,USD,2026-07-09 01:30:37,False,
TX_00441,ACCOUNT_018,ACCOUNT_032,1479.35,USD,2026-07-09 02:51:18,False,
TX_00175,ACCOUNT_092,ACCOUNT_002,2760.66,USD,2026-07-09 02:56:46,False,
TX_00029,ACCOUNT_123,ACCOUNT_027,424.91,USD,2026-07-09 07:06:53,False,
TX_00187,ACCOUNT_015,ACCOUNT_119,3528.46,USD,2026-07-09 08:12:51,False,
TX_00377,ACCOUNT_042,ACCOUNT_065,1149.7,USD,2026-07-09 11:11:56,False,
TX_00106,ACCOUNT_116,ACCOUNT_020,1187.45,USD,2026-07-09 12:59:54,False,
TX_00237,ACCOUNT_065,ACCOUNT_091,1028.23,USD,2026-07-09 13:00:22,False,
TX_00432,ACCOUNT_046,ACCOUNT_052,888.18,USD,2026-07-09 14:12:58,False,
TX_00090,ACCOUNT_083,ACCOUNT_066,715.98,USD,2026-07-09 14:14:28,False,
TX_00392,ACCOUNT_067,ACCOUNT_055,1297.18,USD,2026-07-09 14:47:06,False,
TX_00366,ACCOUNT_074,ACCOUNT_093,336.27,USD,2026-07-09 21:08:37,False,
TX_00375,ACCOUNT_042,ACCOUNT_031,613.82,USD,2026-07-09 21:13:22,False,
TX_00126,ACCOUNT_048,ACCOUNT_030,4315.81,USD,2026-07-09 21:45:03,False,
TX_00448,ACCOUNT_041,ACCOUNT_040,2327.82,USD,2026-07-09 21:49:25,False,
TX_00243,ACCOUNT_001,ACCOUNT_016,914.84,USD,2026-07-09 22:23:58,False,
TX_00071,ACCOUNT_067,ACCOUNT_006,424.05,USD,2026-07-09 23:08:04,False,
TX_00275,ACCOUNT_107,ACCOUNT_031,1834.3,USD,2026-07-09 23:46:51,False,
TX_00053,ACCOUNT_100,ACCOUNT_022,943.1,USD,2026-07-09 23:59:41,False,
TX_00227,ACCOUNT_054,ACCOUNT_114,528.99,USD,2026-07-10 03:35:09,False,
TX_00217,ACCOUNT_115,ACCOUNT_019,894.52,USD,2026-07-10 04:34:04,False,
TX_00067,ACCOUNT_069,ACCOUNT_047,2848.76,USD,2026-07-10 07:10:04,False,
TX_00080,ACCOUNT_075,ACCOUNT_036,2389.87,USD,2026-07-10 07:25:58,False,
TX_00208,ACCOUNT_125,ACCOUNT_054,2035.65,USD,2026-07-10 07:53:32,False,
TX_00018,ACCOUNT_105,ACCOUNT_013,735.86,USD,2026-07-10 08:54:14,False,
TX_00286,ACCOUNT_057,ACCOUNT_099,1074.32,USD,2026-07-10 09:03:01,False,
TX_00148,ACCOUNT_034,ACCOUNT_067,1167.63,USD,2026-07-10 10:23:48,False,
TX_00074,ACCOUNT_112,ACCOUNT_059,1631.81,USD,2026-07-10 11:28:08,False,
TX_00068,ACCOUNT_104,ACCOUNT_121,3097.7,USD,2026-07-10 12:20:24,False,
TX_00110,ACCOUNT_086,ACCOUNT_104,1405.07,USD,2026-07-10 12:57:12,False,
TX_00299,ACCOUNT_076,ACCOUNT_006,1720.43,USD,2026-07-10 13:41:29,False,
TX_00450,ACCOUNT_096,ACCOUNT_045,395.35,USD,2026-07-10 17:05:50,False,
TX_00410,ACCOUNT_104,ACCOUNT_012,955.89,USD,2026-07-10 17:54:45,False,
TX_00245,ACCOUNT_108,ACCOUNT_059,2129.98,USD,2026-07-10 18:11:14,False,
TX_00272,ACCOUNT_113,ACCOUNT_071,2067.01,USD,2026-07-10 18:14:48,False,
TX_00215,ACCOUNT_106,ACCOUNT_050,1507.69,USD,2026-07-10 20:35:12,False,
TX_00225,ACCOUNT_117,ACCOUNT_106,1748.96,USD,2026-07-10 22:23:49,False,
TX_00349,ACCOUNT_097,ACCOUNT_017,1963.47,USD,2026-07-10 23:13:36,False,
TX_00146,ACCOUNT_097,ACCOUNT_092,1651.75,USD,2026-07-11 00:13:09,False,
TX_00202,ACCOUNT_007,ACCOUNT_071,1014.54,USD,2026-07-11 00:34:25,False,
TX_00350,ACCOUNT_021,ACCOUNT_006,2440.4,USD,2026-07-11 04:25:26,False,
TX_00228,ACCOUNT_074,ACCOUNT_049,601.89,USD,2026-07-11 05:13:31,False,
TX_00389,ACCOUNT_043,ACCOUNT_117,866.42,USD,2026-07-11 06:31:50,False,
TX_00195,ACCOUNT_031,ACCOUNT_099,479.27,USD,2026-07-11 06:44:43,False,
TX_00323,ACCOUNT_017,ACCOUNT_037,268.26,USD,2026-07-11 07:19:16,False,
TX_00312,ACCOUNT_010,ACCOUNT_092,1444.13,USD,2026-07-11 09:27:52,False,
TX_00271,ACCOUNT_123,ACCOUNT_036,288.56,USD,2026-07-11 09:37:45,False,
TX_00054,ACCOUNT_116,ACCOUNT_056,2372.35,USD,2026-07-11 09:44:46,False,
TX_00345,ACCOUNT_079,ACCOUNT_040,2881.76,USD,2026-07-11 10:37:30,False,
TX_00267,ACCOUNT_011,ACCOUNT_009,1785.51,USD,2026-07-11 12:37:30,False,
TX_00379,ACCOUNT_046,ACCOUNT_017,2005.19,USD,2026-07-11 18:59:48,False,
TX_00404,ACCOUNT_022,ACCOUNT_038,6734.06,USD,2026-07-11 20:03:13,False,
TX_00308,ACCOUNT_076,ACCOUNT_010,584.78,USD,2026-07-11 20:18:21,False,
TX_00011,ACCOUNT_095,ACCOUNT_025,1861.06,USD,2026-07-11 22:00:44,False,
TX_00013,ACCOUNT_116,ACCOUNT_094,844.7,USD,2026-07-11 23:58:57,False,
TX_00079,ACCOUNT_094,ACCOUNT_023,494.56,USD,2026-07-12 00:23:25,False,
TX_00124,ACCOUNT_053,ACCOUNT_043,2914.48,USD,2026-07-12 00:36:30,False,
TX_00014,ACCOUNT_121,ACCOUNT_114,2331.77,USD,2026-07-12 02:43:51,False,
TX_00381,ACCOUNT_019,ACCOUNT_021,475.43,USD,2026-07-12 04:16:11,False,
TX_00365,ACCOUNT_014,ACCOUNT_107,616.41,USD,2026-07-12 05:59:51,False,
TX_00348,ACCOUNT_059,ACCOUNT_043,1721.1,USD,2026-07-12 07:35:17,False,
TX_00038,ACCOUNT_088,ACCOUNT_021,915.1,USD,2026-07-12 10:20:07,False,
TX_00150,ACCOUNT_118,ACCOUNT_093,5081.24,USD,2026-07-12 11:59:24,False,
TX_00394,ACCOUNT_110,ACCOUNT_008,1381.81,USD,2026-07-12 22:12:54,False,
TX_00088,ACCOUNT_016,ACCOUNT_011,997.34,USD,2026-07-12 22:15:22,False,
TX_00363,ACCOUNT_093,ACCOUNT_078,927.46,USD,2026-07-13 01:50:29,False,
TX_00408,ACCOUNT_024,ACCOUNT_081,922.4,USD,2026-07-13 01:57:14,False,
TX_00426,ACCOUNT_102,ACCOUNT_031,2182.74,USD,2026-07-13 02:02:09,False,
TX_00346,ACCOUNT_077,ACCOUNT_049,3203.82,USD,2026-07-13 06:34:50,False,
TX_00033,ACCOUNT_125,ACCOUNT_084,2020.49,USD,2026-07-13 06:36:51,False,
TX_00075,ACCOUNT_042,ACCOUNT_083,1970.18,USD,2026-07-13 07:21:30,False,
TX_00189,ACCOUNT_077,ACCOUNT_122,632.68,USD,2026-07-13 08:30:13,False,
TX_00257,ACCOUNT_032,ACCOUNT_030,5709.25,USD,2026-07-13 10:48:04,False,
TX_00050,ACCOUNT_082,ACCOUNT_095,1632.71,USD,2026-07-13 11:22:52,False,
TX_00085,ACCOUNT_096,ACCOUNT_073,991.57,USD,2026-07-13 12:15:56,False,
TX_00281,ACCOUNT_040,ACCOUNT_013,913.88,USD,2026-07-13 19:32:43,False,
TX_00331,ACCOUNT_045,ACCOUNT_066,761.08,USD,2026-07-13 20:10:00,False,
TX_00048,ACCOUNT_095,ACCOUNT_083,1366.03,USD,2026-07-13 23:06:25,False,
TX_00216,ACCOUNT_011,ACCOUNT_006,5476.64,USD,2026-07-14 00:19:15,False,
TX_00087,ACCOUNT_104,ACCOUNT_017,2079.04,USD,2026-07-14 00:21:42,False,
TX_00125,ACCOUNT_093,ACCOUNT_041,519.25,USD,2026-07-14 00:24:20,False,
TX_00278,ACCOUNT_099,ACCOUNT_080,2350.95,USD,2026-07-14 03:38:17,False,
TX_00060,ACCOUNT_042,ACCOUNT_107,1180.02,USD,2026-07-14 04:00:58,False,
TX_00409,ACCOUNT_043,ACCOUNT_059,1343.04,USD,2026-07-14 04:50:09,False,
TX_00184,ACCOUNT_033,ACCOUNT_082,1891.34,USD,2026-07-14 06:43:39,False,
TX_00232,ACCOUNT_004,ACCOUNT_087,1586.33,USD,2026-07-14 10:42:33,False,
TX_00259,ACCOUNT_089,ACCOUNT_074,1035.25,USD,2026-07-14 11:15:35,False,
TX_00269,ACCOUNT_111,ACCOUNT_043,292.14,USD,2026-07-14 11:47:28,False,
TX_00442,ACCOUNT_028,ACCOUNT_083,333.87,USD,2026-07-14 13:51:57,False,
TX_00268,ACCOUNT_026,ACCOUNT_038,1571.3,USD,2026-07-14 14:21:41,False,
TX_00158,ACCOUNT_104,ACCOUNT_122,655.42,USD,2026-07-14 18:09:16,False,
TX_00178,ACCOUNT_028,ACCOUNT_111,3088.58,USD,2026-07-14 18:25:46,False,
TX_00015,ACCOUNT_100,ACCOUNT_024,628.83,USD,2026-07-14 21:19:01,False,
TX_00097,ACCOUNT_032,ACCOUNT_100,1157.02,USD,2026-07-14 21:21:56,False,
TX_00211,ACCOUNT_095,ACCOUNT_066,720.87,USD,2026-07-15 00:02:35,False,
TX_00354,ACCOUNT_024,ACCOUNT_008,1284.43,USD,2026-07-15 01:15:35,False,
TX_00387,ACCOUNT_103,ACCOUNT_047,2011.41,USD,2026-07-15 01:30:24,False,
TX_00333,ACCOUNT_021,ACCOUNT_086,480.35,USD,2026-07-15 01:32:03,False,
TX_00336,ACCOUNT_115,ACCOUNT_043,250.72,USD,2026-07-15 02:15:23,False,
TX_00103,ACCOUNT_111,ACCOUNT_009,1821.47,USD,2026-07-15 06:18:11,False,
TX_00152,ACCOUNT_118,ACCOUNT_077,1353.28,USD,2026-07-15 09:08:45,False,
TX_00451,ACCOUNT_010,ACCOUNT_011,8500.0,USD,2026-07-15 10:00:00,True,GT_TX_001
TX_00429,ACCOUNT_096,ACCOUNT_014,387.77,USD,2026-07-15 10:02:14,False,
TX_00380,ACCOUNT_016,ACCOUNT_012,5899.69,USD,2026-07-15 11:03:43,False,
TX_00452,ACCOUNT_011,ACCOUNT_012,8300.0,USD,2026-07-15 11:20:00,True,GT_TX_001
TX_00297,ACCOUNT_031,ACCOUNT_117,489.03,USD,2026-07-15 11:29:36,False,
TX_00453,ACCOUNT_012,ACCOUNT_010,8100.0,USD,2026-07-15 13:00:00,True,GT_TX_001
TX_00292,ACCOUNT_001,ACCOUNT_035,327.95,USD,2026-07-15 16:26:29,False,
TX_00244,ACCOUNT_006,ACCOUNT_121,2783.16,USD,2026-07-15 16:35:01,False,
TX_00289,ACCOUNT_123,ACCOUNT_038,2398.83,USD,2026-07-15 17:10:07,False,
TX_00142,ACCOUNT_096,ACCOUNT_065,209.16,USD,2026-07-15 18:21:01,False,
TX_00220,ACCOUNT_062,ACCOUNT_091,659.9,USD,2026-07-15 19:10:07,False,
TX_00041,ACCOUNT_046,ACCOUNT_114,953.04,USD,2026-07-15 20:26:50,False,
TX_00265,ACCOUNT_008,ACCOUNT_050,7065.95,USD,2026-07-15 20:58:37,False,
TX_00037,ACCOUNT_118,ACCOUNT_020,2437.79,USD,2026-07-15 22:04:39,False,
TX_00081,ACCOUNT_041,ACCOUNT_122,1156.21,USD,2026-07-15 23:30:03,False,
TX_00341,ACCOUNT_108,ACCOUNT_100,4840.32,USD,2026-07-16 02:04:26,False,
TX_00347,ACCOUNT_072,ACCOUNT_117,3034.32,USD,2026-07-16 03:04:52,False,
TX_00084,ACCOUNT_085,ACCOUNT_038,627.09,USD,2026-07-16 04:33:27,False,
TX_00185,ACCOUNT_118,ACCOUNT_058,1833.35,USD,2026-07-16 06:00:50,False,
TX_00089,ACCOUNT_017,ACCOUNT_062,4463.37,USD,2026-07-16 06:01:41,False,
TX_00282,ACCOUNT_082,ACCOUNT_098,1073.64,USD,2026-07-16 09:10:01,False,
TX_00120,ACCOUNT_017,ACCOUNT_041,5035.88,USD,2026-07-16 10:14:25,False,
TX_00159,ACCOUNT_002,ACCOUNT_038,1717.54,USD,2026-07-16 11:11:57,False,
TX_00109,ACCOUNT_054,ACCOUNT_074,1540.54,USD,2026-07-16 11:31:00,False,
TX_00420,ACCOUNT_090,ACCOUNT_123,853.78,USD,2026-07-16 14:02:14,False,
TX_00255,ACCOUNT_033,ACCOUNT_085,828.73,USD,2026-07-16 22:02:22,False,
TX_00374,ACCOUNT_110,ACCOUNT_067,4569.17,USD,2026-07-16 22:12:44,False,
TX_00403,ACCOUNT_094,ACCOUNT_057,867.39,USD,2026-07-16 22:37:04,False,
TX_00385,ACCOUNT_059,ACCOUNT_067,1812.13,USD,2026-07-16 22:57:28,False,
TX_00128,ACCOUNT_061,ACCOUNT_058,6435.22,USD,2026-07-17 01:30:46,False,
TX_00378,ACCOUNT_062,ACCOUNT_050,1086.76,USD,2026-07-17 02:19:44,False,
TX_00224,ACCOUNT_008,ACCOUNT_093,2431.83,USD,2026-07-17 04:27:35,False,
TX_00107,ACCOUNT_057,ACCOUNT_015,1053.9,USD,2026-07-17 05:00:16,False,
TX_00247,ACCOUNT_028,ACCOUNT_070,2179.87,USD,2026-07-17 05:05:48,False,
TX_00417,ACCOUNT_114,ACCOUNT_121,200.91,USD,2026-07-17 06:17:48,False,
TX_00309,ACCOUNT_019,ACCOUNT_040,1994.78,USD,2026-07-17 10:41:04,False,
TX_00293,ACCOUNT_052,ACCOUNT_054,533.76,USD,2026-07-17 12:50:02,False,
TX_00062,ACCOUNT_113,ACCOUNT_038,296.72,USD,2026-07-17 14:54:21,False,
TX_00023,ACCOUNT_035,ACCOUNT_098,753.71,USD,2026-07-17 16:03:56,False,
TX_00032,ACCOUNT_037,ACCOUNT_016,1544.86,USD,2026-07-17 17:03:47,False,
TX_00233,ACCOUNT_018,ACCOUNT_075,1695.67,USD,2026-07-17 23:53:50,False,
TX_00328,ACCOUNT_085,ACCOUNT_096,1189.15,USD,2026-07-18 00:11:42,False,
TX_00058,ACCOUNT_062,ACCOUNT_021,196.6,USD,2026-07-18 03:38:39,False,
TX_00140,ACCOUNT_022,ACCOUNT_001,170.35,USD,2026-07-18 04:08:59,False,
TX_00373,ACCOUNT_017,ACCOUNT_107,563.05,USD,2026-07-18 05:30:04,False,
TX_00264,ACCOUNT_051,ACCOUNT_015,282.14,USD,2026-07-18 05:54:28,False,
TX_00319,ACCOUNT_070,ACCOUNT_125,1353.3,USD,2026-07-18 08:01:21,False,
TX_00183,ACCOUNT_119,ACCOUNT_053,3499.94,USD,2026-07-18 08:10:20,False,
TX_00046,ACCOUNT_026,ACCOUNT_102,784.67,USD,2026-07-18 09:02:17,False,
TX_00418,ACCOUNT_097,ACCOUNT_120,1383.61,USD,2026-07-18 11:18:47,False,
TX_00279,ACCOUNT_119,ACCOUNT_125,905.18,USD,2026-07-18 16:05:43,False,
TX_00193,ACCOUNT_044,ACCOUNT_071,1036.98,USD,2026-07-18 16:35:39,False,
TX_00138,ACCOUNT_119,ACCOUNT_091,732.14,USD,2026-07-18 16:51:16,False,
TX_00180,ACCOUNT_048,ACCOUNT_123,1968.65,USD,2026-07-18 18:12:48,False,
